query_i,cf_k,base_proba,cf_pred,valid,n_changes
147,2,0.7690200805664062,0,1,1
147,3,0.7690200805664062,0,1,2
147,4,0.7690200805664062,0,1,2
148,0,0.7692989706993103,0,1,2
148,1,0.7692989706993103,0,1,2
148,2,0.7692989706993103,0,1,1
148,3,0.7692989706993103,0,1,1
148,4,0.7692989706993103,0,1,2
149,0,0.7693026661872864,0,1,2
149,1,0.7693026661872864,0,1,2
149,2,0.7693026661872864,0,1,2
149,3,0.7693026661872864,0,1,1
149,4,0.7693026661872864,0,1,2
150,0,0.7702831029891968,0,1,2
150,1,0.7702831029891968,0,1,2
150,2,0.7702831029891968,1,0,1
150,3,0.7702831029891968,1,0,0
150,4,0.7702831029891968,0,1,1
151,0,0.7711520791053772,0,1,1
151,1,0.7711520791053772,0,1,1
151,2,0.7711520791053772,0,1,2
151,3,0.7711520791053772,1,0,1
151,4,0.7711520791053772,0,1,1
152,0,0.7724924087524414,1,0,1
152,1,0.7724924087524414,0,1,2
152,2,0.7724924087524414,0,1,2
152,3,0.7724924087524414,0,1,1
152,4,0.7724924087524414,0,1,2
153,0,0.7728480100631714,0,1,2
153,1,0.7728480100631714,1,0,1
153,2,0.7728480100631714,0,1,2
153,3,0.7728480100631714,0,1,1
153,4,0.7728480100631714,0,1,2
154,0,0.7730911374092102,0,1,2
154,1,0.7730911374092102,0,1,2
154,2,0.7730911374092102,1,0,1
154,3,0.7730911374092102,1,0,1
154,4,0.7730911374092102,0,1,2
155,0,0.7742939591407776,0,1,1
155,1,0.7742939591407776,0,1,1
155,2,0.7742939591407776,0,1,2
155,3,0.7742939591407776,0,1,1
155,4,0.7742939591407776,1,0,1
156,0,0.7745491862297058,0,1,1
156,1,0.7745491862297058,0,1,1
156,2,0.7745491862297058,0,1,2
156,3,0.7745491862297058,1,0,1
156,4,0.7745491862297058,0,1,2
157,0,0.7754278779029846,0,1,2
157,1,0.7754278779029846,0,1,1
157,2,0.7754278779029846,0,1,1
157,3,0.7754278779029846,0,1,2
157,4,0.7754278779029846,0,1,2
158,0,0.7755323648452759,0,1,1
158,1,0.7755323648452759,0,1,2
158,2,0.7755323648452759,0,1,2
158,3,0.7755323648452759,0,1,2
158,4,0.7755323648452759,0,1,2
159,0,0.7759451270103455,0,1,2
159,1,0.7759451270103455,0,1,1
159,2,0.7759451270103455,0,1,1
159,3,0.7759451270103455,0,1,2
159,4,0.7759451270103455,0,1,2
160,0,0.7776643633842468,0,1,1
160,1,0.7776643633842468,0,1,1
160,2,0.7776643633842468,0,1,2
160,3,0.7776643633842468,0,1,1
160,4,0.7776643633842468,0,1,2
161,0,0.7779113054275513,0,1,2
161,1,0.7779113054275513,0,1,1
161,2,0.7779113054275513,0,1,1
161,3,0.7779113054275513,0,1,1
161,4,0.7779113054275513,0,1,1
162,0,0.7796854972839355,0,1,1
162,1,0.7796854972839355,0,1,1
162,2,0.7796854972839355,0,1,1
162,3,0.7796854972839355,1,0,1
162,4,0.7796854972839355,0,1,2
163,0,0.781735360622406,0,1,1
163,1,0.781735360622406,0,1,1
163,2,0.781735360622406,1,0,1
163,3,0.781735360622406,0,1,1
163,4,0.781735360622406,0,1,1
164,0,0.7824711799621582,0,1,1
164,1,0.7824711799621582,0,1,2
164,2,0.7824711799621582,0,1,1
164,3,0.7824711799621582,0,1,1
164,4,0.7824711799621582,0,1,2
165,0,0.7834882140159607,0,1,2
165,1,0.7834882140159607,0,1,2
165,2,0.7834882140159607,0,1,2
165,3,0.7834882140159607,0,1,2
165,4,0.7834882140159607,0,1,1
166,0,0.7836012244224548,1,0,1
166,1,0.7836012244224548,0,1,2
166,2,0.7836012244224548,0,1,1
166,3,0.7836012244224548,0,1,2
166,4,0.7836012244224548,0,1,2
167,0,0.7843917012214661,0,1,2
167,1,0.7843917012214661,0,1,1
167,2,0.7843917012214661,0,1,2
167,3,0.7843917012214661,0,1,2
167,4,0.7843917012214661,0,1,2
168,0,0.785689115524292,0,1,2
168,1,0.785689115524292,0,1,2
168,2,0.785689115524292,0,1,2
168,3,0.785689115524292,0,1,2
168,4,0.785689115524292,1,0,2
169,0,0.7861618399620056,0,1,1
169,1,0.7861618399620056,0,1,1
169,2,0.7861618399620056,0,1,2
169,3,0.7861618399620056,0,1,1
169,4,0.7861618399620056,0,1,2
170,0,0.7888244986534119,0,1,1
170,1,0.7888244986534119,0,1,1
170,2,0.7888244986534119,0,1,1
170,3,0.7888244986534119,0,1,2
170,4,0.7888244986534119,0,1,2
171,0,0.7890917062759399,1,0,1
171,1,0.7890917062759399,1,0,1
171,2,0.7890917062759399,1,0,1
171,3,0.7890917062759399,1,0,1
171,4,0.7890917062759399,0,1,2
172,0,0.7895985841751099,0,1,2
172,1,0.7895985841751099,0,1,1
172,2,0.7895985841751099,0,1,1
172,3,0.7895985841751099,0,1,1
172,4,0.7895985841751099,0,1,2
173,0,0.796921968460083,0,1,2
173,1,0.796921968460083,1,0,1
173,2,0.796921968460083,0,1,2
173,3,0.796921968460083,0,1,1
173,4,0.796921968460083,1,0,1
174,0,0.798697829246521,0,1,1
174,1,0.798697829246521,0,1,1
174,2,0.798697829246521,0,1,2
174,3,0.798697829246521,0,1,2
174,4,0.798697829246521,0,1,2
175,0,0.7991961240768433,1,0,2
175,1,0.7991961240768433,0,1,2
175,2,0.7991961240768433,1,0,2
175,3,0.7991961240768433,0,1,2
175,4,0.7991961240768433,1,0,1
176,0,0.7993929982185364,0,1,2
176,1,0.7993929982185364,0,1,2
176,2,0.7993929982185364,0,1,1
176,3,0.7993929982185364,0,1,1
176,4,0.7993929982185364,0,1,1
177,0,0.8012043833732605,0,1,1
177,1,0.8012043833732605,0,1,2
177,2,0.8012043833732605,0,1,1
177,3,0.8012043833732605,0,1,2
177,4,0.8012043833732605,0,1,2
178,0,0.8020684123039246,1,0,1
178,1,0.8020684123039246,0,1,2
178,2,0.8020684123039246,0,1,2
178,3,0.8020684123039246,0,1,1
178,4,0.8020684123039246,0,1,2
179,0,0.8025173544883728,0,1,2
179,1,0.8025173544883728,0,1,2
179,2,0.8025173544883728,0,1,1
179,3,0.8025173544883728,0,1,1
179,4,0.8025173544883728,0,1,2
180,0,0.8050814867019653,0,1,2
180,1,0.8050814867019653,1,0,2
180,2,0.8050814867019653,0,1,1
180,3,0.8050814867019653,1,0,1
180,4,0.8050814867019653,0,1,2
181,0,0.8051759600639343,0,1,2
181,1,0.8051759600639343,0,1,1
181,2,0.8051759600639343,0,1,1
181,3,0.8051759600639343,0,1,1
181,4,0.8051759600639343,0,1,1
182,0,0.8073897957801819,1,0,1
182,1,0.8073897957801819,0,1,1
182,2,0.8073897957801819,0,1,2
182,3,0.8073897957801819,0,1,2
182,4,0.8073897957801819,0,1,2
183,0,0.8082858324050903,0,1,2
183,1,0.8082858324050903,0,1,1
183,2,0.8082858324050903,0,1,2
183,3,0.8082858324050903,0,1,1
183,4,0.8082858324050903,1,0,2
184,0,0.8092414140701294,1,0,1
184,1,0.8092414140701294,0,1,2
184,2,0.8092414140701294,0,1,2
184,3,0.8092414140701294,0,1,2
184,4,0.8092414140701294,0,1,2
185,0,0.8146347999572754,0,1,2
185,1,0.8146347999572754,0,1,2
185,2,0.8146347999572754,0,1,1
185,3,0.8146347999572754,0,1,1
185,4,0.8146347999572754,0,1,2
186,0,0.8147599697113037,0,1,1
186,1,0.8147599697113037,0,1,2
186,2,0.8147599697113037,0,1,1
186,3,0.8147599697113037,0,1,1
186,4,0.8147599697113037,0,1,2
187,0,0.8167531490325928,0,1,1
187,1,0.8167531490325928,0,1,2
187,2,0.8167531490325928,1,0,2
187,3,0.8167531490325928,0,1,2
187,4,0.8167531490325928,0,1,2
188,0,0.8215943574905396,1,0,1
188,1,0.8215943574905396,1,0,2
188,2,0.8215943574905396,1,0,1
188,3,0.8215943574905396,0,1,2
188,4,0.8215943574905396,0,1,2
189,0,0.8289842009544373,0,1,2
189,1,0.8289842009544373,0,1,1
189,2,0.8289842009544373,0,1,2
189,3,0.8289842009544373,0,1,1
189,4,0.8289842009544373,0,1,1
190,0,0.8303323984146118,0,1,1
190,1,0.8303323984146118,0,1,1
190,2,0.8303323984146118,0,1,2
190,3,0.8303323984146118,0,1,2
190,4,0.8303323984146118,0,1,2
191,0,0.8399044871330261,0,1,2
191,1,0.8399044871330261,0,1,2
191,2,0.8399044871330261,0,1,2
191,3,0.8399044871330261,0,1,2
191,4,0.8399044871330261,0,1,2
192,0,0.8425368070602417,0,1,2
192,1,0.8425368070602417,0,1,1
192,2,0.8425368070602417,0,1,2
192,3,0.8425368070602417,0,1,1
192,4,0.8425368070602417,0,1,1
193,0,0.8484810590744019,0,1,2
193,1,0.8484810590744019,1,0,2
193,2,0.8484810590744019,0,1,2
193,3,0.8484810590744019,0,1,2
193,4,0.8484810590744019,0,1,2
194,0,0.8485144376754761,0,1,1
194,1,0.8485144376754761,0,1,2
194,2,0.8485144376754761,0,1,1
194,3,0.8485144376754761,0,1,2
194,4,0.8485144376754761,0,1,1
195,0,0.8526948094367981,0,1,1
195,1,0.8526948094367981,0,1,2
195,2,0.8526948094367981,0,1,1
195,3,0.8526948094367981,0,1,2
195,4,0.8526948094367981,0,1,1
196,0,0.8684205412864685,0,1,2
196,1,0.8684205412864685,0,1,1
196,2,0.8684205412864685,0,1,1
196,3,0.8684205412864685,0,1,2
196,4,0.8684205412864685,0,1,2
197,0,0.8757995963096619,0,1,2
197,1,0.8757995963096619,0,1,2
197,2,0.8757995963096619,0,1,2
197,3,0.8757995963096619,0,1,2
197,4,0.8757995963096619,0,1,1
198,0,0.8812066316604614,0,1,2
198,1,0.8812066316604614,1,0,1
198,2,0.8812066316604614,0,1,2
198,3,0.8812066316604614,0,1,2
198,4,0.8812066316604614,0,1,1
199,0,0.8870328664779663,1,0,2
199,1,0.8870328664779663,0,1,2
199,2,0.8870328664779663,0,1,2
199,3,0.8870328664779663,0,1,2
199,4,0.8870328664779663,1,0,1
